Company,District,Grades Served,Full Address,Street Address,City,State,ZIP Code,Phone,Website,Total Students,execution_date
BLUEBONNET TRAIL ELEM,Manor ISD,Kindergarten - Grade 6,"11316 Farmhaven Rd, Austin, TX 78754",11316 Farmhaven Rd,Austin,TX,78754,(512) 278-4125,http://bte.manorisd.net/,451,2025-04-07T00:05:53.663750
BLUFF DALE ELEM,Bluff Dale ISD,Prekindergarten - Grade 12,"710 Church St, Bluff Dale, TX 76433",710 Church St,Bluff Dale,TX,76433,(254) 728-3277,http://www.bdisd.net/,227,2025-04-07T00:05:53.663750
BOALS ELEM,Frisco ISD,Early Education - Grade 5,"2035 Jaguar Dr, Frisco, TX 75034",2035 Jaguar Dr,Frisco,TX,75034,(469) 633-3300,http://www.friscoisd.org/,656,2025-04-07T00:05:53.663750
BOB HOPE SCHOOL - ELEM CAMPUS,Bob Hope School,Prekindergarten - Grade 5,"4301 32nd St, Port Arthur, TX 77642",4301 32nd St,Port Arthur,TX,77642,(409) 983-3244,http://www.bobhopeschool.org/,728,2025-04-07T00:05:53.663750
BOB AND BETTY NELSON ELEM,Alvin ISD,Early Education - Grade 5,"14400 County Rd 185, Alvin, TX 77511",14400 County Rd 185,Alvin,TX,77511,(281) 388-1130,http://www.alvinisd.net/Domain/6752,608,2025-04-07T00:05:53.663750
BOGGESS ELEM,Plano ISD,Prekindergarten - Grade 5,"225 Glen Ridge Dr, Murphy, TX 75094",225 Glen Ridge Dr,Murphy,TX,75094,(469) 752-4000,http://www.pisd.edu/,486,2025-04-07T00:05:53.663750
BOLES ELEM,Boles ISD,Prekindergarten - Grade 4,"9777 FM 2101, Quinlan, TX 75474",9777 FM 2101,Quinlan,TX,75474,(903) 914-1393,http://bolesisd.com/,190,2025-04-07T00:05:53.663750
BOLIN ELEM,Allen ISD,Kindergarten - Grade 6,"5705 Cheyenne Dr, Parker, TX 75002",5705 Cheyenne Dr,Parker,TX,75002,(214) 495-6750,http://www.allenisd.org/web/Bolin_Elementary/Index.htm,533,2025-04-07T00:05:53.663750
BONHAM EES,Grand Prairie ISD,Early Education - Kindergarten,"1301 E Coral Way, Grand Prairie, TX 75051",1301 E Coral Way,Grand Prairie,TX,75051,(972) 262-4255,http://www.gpisd.org/bonham,342,2025-04-07T00:05:53.663750
BONHAM ELEM,Bryan ISD,Prekindergarten - Grade 4,"3100 Wilkes Dr, Bryan, TX 77803",3100 Wilkes Dr,Bryan,TX,77803,(979) 209-1200,http://bonham.bryanisd.org/,509,2025-04-07T00:05:53.663750
BONHAM ELEM,Harlingen CISD,Early Education - Grade 5,"2400 E Jefferson, Harlingen, TX 78550",2400 E Jefferson,Harlingen,TX,78550,(956) 427-3070,http://www.hcisd.org/bonham,561,2025-04-07T00:05:53.663750
BONHAM ELEM,Houston ISD,Prekindergarten - Grade 5,"8302 Braes River Dr, Houston, TX 77074",8302 Braes River Dr,Houston,TX,77074,(713) 778-3480,http://www.houstonisd.org/,933,2025-04-07T00:05:53.663750
BONHAM ELEM,Midland ISD,Prekindergarten - Grade 6,"909 Bonham St, Midland, TX 79703",909 Bonham St,Midland,TX,79703,(432) 240-6000,http://www.midlandisd.net/,484,2025-04-07T00:05:53.663750
BONHAM ELEM,Abilene ISD,Kindergarten - Grade 5,"717 Buccaneer Dr, Abilene, TX 79605",717 Buccaneer Dr,Abilene,TX,79605,(325) 690-3745,http://www.abileneisd.org/,493,2025-04-07T00:05:53.663750
BONHAM ELEM,San Angelo ISD,Early Education - Grade 5,"4630 Southland, San Angelo, TX 76904",4630 Southland,San Angelo,TX,76904,(325) 947-3917,http://bonham.saisd.org/,531,2025-04-07T00:05:53.663750
BONHAM PK SCHOOL,San Marcos CISD,Early Education - Prekindergarten,"125 Hwy 123, San Marcos, TX 78666",125 Hwy 123,San Marcos,TX,78666,(512) 757-6031,http://www.smcisd.net/Bonham.cfm,379,2025-04-07T00:05:53.663750
BONNER ELEM,Houston ISD,Early Education - Grade 5,"8100 Elrod St, Houston, TX 77017",8100 Elrod St,Houston,TX,77017,(713) 943-5740,http://www.houstonisd.org/,645,2025-04-07T00:05:53.663750
BONNIE BRAE,Fort Worth ISD,Prekindergarten - Grade 5,"3504 Kimbo Rd, Ft Worth, TX 76111",3504 Kimbo Rd,Ft Worth,TX,76111,(817) 222-7500,http://www.fortworthisd.org/,376,2025-04-07T00:05:53.663750
BONNIE HOLLAND ELEM,Katy ISD,Early Education - Grade 5,"23720 Seven Meadow Pkwy, Katy, TX 77449",23720 Seven Meadow Pkwy,Katy,TX,77449,(281) 234-0506,http://www.katyisd.org/,833,2025-04-07T00:05:53.663750
BONNIE L GARCIA ELEM,United ISD,Early Education - Grade 5,"1453 Concord Hills Blvd, Laredo, TX 78046",1453 Concord Hills Blvd,Laredo,TX,78046,(956) 764-8900,http://www.uisd.net/,638,2025-04-07T00:05:53.663750
BOOKER T WASHINGTON ELEM,Elgin ISD,Kindergarten - Grade 4,"510 Mlk, Elgin, TX 78621",510 Mlk,Elgin,TX,78621,(512) 281-3411,http://www.elginisd.net/,666,2025-04-07T00:05:53.663750
BOOKER T WASHINGTON ELEM,Wichita Falls ISD,Prekindergarten - Grade 5,"1300 Harding St, Wichita Falls, TX 76303",1300 Harding St,Wichita Falls,TX,76303,(940) 235-1196,http://www.wfisd.net/,274,2025-04-07T00:05:53.663750
BOONE ELEM,Northside ISD,Early Education - Grade 5,"6614 Springtime Dr, San Antonio, TX 78249",6614 Springtime Dr,San Antonio,TX,78249,(210) 397-1450,http://nisd.net/,484,2025-04-07T00:05:53.663750
BOONE ELEM,Alief ISD,Early Education - Grade 4,"11400 Bissonnet, Houston, TX 77099",11400 Bissonnet,Houston,TX,77099,(281) 983-8308,http://www.aliefisd.net/,639,2025-04-07T00:05:53.663750
BOONE ELEM,Austin ISD,Early Education - Grade 5,"8101 Croftwood Dr, Austin, TX 78749",8101 Croftwood Dr,Austin,TX,78749,(512) 414-2537,http://www.austinisd.org/schools/boone,462,2025-04-07T00:05:53.663750
BORCHARDT ELEM,Frisco ISD,Kindergarten - Grade 5,"4300 Waskom Dr, Plano, TX 75024",4300 Waskom Dr,Plano,TX,75024,(469) 633-2800,http://www.friscoisd.org/,727,2025-04-07T00:05:53.663750
BORDEN COUNTY SCHOOL,Borden County ISD,Prekindergarten - Grade 12,"240 W Kincaid St, Gail, TX 79738",240 W Kincaid St,Gail,TX,79738,(806) 756-4450,http://www.bcisd.net/,245,2025-04-07T00:05:53.663750
BOSQUEVILLE ELEM,Bosqueville ISD,Early Education - Grade 5,"7636 Rock Creek Rd, Waco, TX 76708",7636 Rock Creek Rd,Waco,TX,76708,(254) 752-6006,http://www.bosquevilleisd.org/,329,2025-04-07T00:05:53.663750
BOVINA ELEM,Bovina ISD,Early Education - Grade 5,"500 Halsell St, Bovina, TX 79009",500 Halsell St,Bovina,TX,79009,(806) 251-1316,http://www.bovinaisd.org/,221,2025-04-07T00:05:53.663750
BOWIE ELEM,Harlingen CISD,Prekindergarten - Grade 5,"309 W Lincoln Ave, Harlingen, TX 78550",309 W Lincoln Ave,Harlingen,TX,78550,(956) 427-3080,http://www.hcisd.org/bowie,319,2025-04-07T00:05:53.663750
BOWIE ELEM,Richardson ISD,Early Education - Grade 6,"7643 La Manga Dr, Dallas, TX 75248",7643 La Manga Dr,Dallas,TX,75248,(469) 593-6000,http://risd.org/,665,2025-04-07T00:05:53.663750
BOWIE ELEM,Lamar CISD,Early Education - Grade 5,"2304 Bamore Rd, Rosenberg, TX 77471",2304 Bamore Rd,Rosenberg,TX,77471,(832) 223-1200,http://www.lcisd.org/,452,2025-04-07T00:05:53.663750
BOWIE ELEM,San Marcos CISD,Kindergarten - Grade 5,"4020 Monterrey Oaks, San Marcos, TX 78666",4020 Monterrey Oaks,San Marcos,TX,78666,(512) 393-6200,http://smcisd.net/,449,2025-04-07T00:05:53.663750
BOWIE ELEM,Greenville ISD,Kindergarten - Grade 5,"6005 Stonewall St, Greenville, TX 75402",6005 Stonewall St,Greenville,TX,75402,(903) 457-2676,http://www.greenvilleisd.com/,598,2025-04-07T00:05:53.663750
BOWIE ELEM,Corsicana ISD,Kindergarten - Grade 4,"1800 Bowie Dr, Corsicana, TX 75110",1800 Bowie Dr,Corsicana,TX,75110,(903) 872-6541,http://www.cisd.org/,567,2025-04-07T00:05:53.663750
BOWIE ELEM,Abilene ISD,Kindergarten - Grade 5,"2034 Jeanette St, Abilene, TX 79602",2034 Jeanette St,Abilene,TX,79602,(325) 671-4770,http://www.abileneisd.org/,492,2025-04-07T00:05:53.663750
BOWIE ELEM,San Angelo ISD,Kindergarten - Grade 5,"3700 Forest Trl, San Angelo, TX 76901",3700 Forest Trl,San Angelo,TX,76901,(325) 947-3921,http://bowie.saisd.org/,374,2025-04-07T00:05:53.663750
BOWIE INT,Bowie ISD,Early Education - Grade 5,"800 N Mill St, Bowie, TX 76230",800 N Mill St,Bowie,TX,76230,(940) 689-2887,http://www.bowieisd.net/,791,2025-04-07T00:05:53.663750
BOWIE PRI,Sulphur Springs ISD,Kindergarten - Grade 3,"1400 Mockingbird Ln, Sulphur Springs, TX 75482",1400 Mockingbird Ln,Sulphur Springs,TX,75482,(903) 885-3772,http://schools.ssisd.net/default.aspx?name=bes.homepage,317,2025-04-07T00:05:53.663750
BOYD ELEM,Boyd ISD,Prekindergarten - Grade 3,"500 E Morton Ave, Boyd, TX 76023",500 E Morton Ave,Boyd,TX,76023,(940) 433-9520,http://www.boydisd.net/,386,2025-04-07T00:05:53.663750
BRADFIELD ELEM,Garland ISD,Prekindergarten - Grade 5,"3817 Bucknell Dr, Garland, TX 75042",3817 Bucknell Dr,Garland,TX,75042,(972) 494-8303,http://www.garlandisd.net/bradfield,473,2025-04-07T00:05:53.663750
BRADFORD ELEM,San Angelo ISD,Prekindergarten - Grade 5,"2302 Bradford St, San Angelo, TX 76903",2302 Bradford St,San Angelo,TX,76903,(325) 659-3645,http://bradford.saisd.org/,395,2025-04-07T00:05:53.663750
BRADLEY ELEM,Conroe ISD,Prekindergarten - Grade 4,"4200 Falls Lakes Dr, Spring, TX 77386",4200 Falls Lakes Dr,Spring,TX,77386,(832) 482-6800,http://www.conroeisd.net/,"1,006",2025-04-07T00:05:53.663750
BRADY ELEM,Brady ISD,Early Education - Grade 5,"205 W China St, Brady, TX 76825",205 W China St,Brady,TX,76825,(325) 597-2590,http://www.bradyisd.org/,457,2025-04-07T00:05:53.663750
BRAEBURN ELEM,Houston ISD,Early Education - Grade 5,"5550 Pine St, Houston, TX 77081",5550 Pine St,Houston,TX,77081,(713) 295-5210,http://www.houstonisd.org/,767,2025-04-07T00:05:53.663750
BRANDENBURG ELEM,Irving ISD,Prekindergarten - Grade 5,"2800 Hillcrest Dr, Irving, TX 75062",2800 Hillcrest Dr,Irving,TX,75062,(972) 600-7100,http://www.irvingisd.net/,884,2025-04-07T00:05:53.663750
BRAUCHLE ELEM,Northside ISD,Early Education - Grade 5,"8555 Bowens Crossing, San Antonio, TX 78250",8555 Bowens Crossing,San Antonio,TX,78250,(210) 397-1550,http://nisd.net/,451,2025-04-07T00:05:53.663750
BRAUN STATION ELEM,Northside ISD,Early Education - Grade 5,"8631 Tezel Rd, San Antonio, TX 78254",8631 Tezel Rd,San Antonio,TX,78254,(210) 397-1550,http://nisd.net/,396,2025-04-07T00:05:53.663750
BRAY ELEM,Cedar Hill ISD,Prekindergarten - Grade 5,"218 N Broad St, Cedar Hill, TX 75104",218 N Broad St,Cedar Hill,TX,75104,(972) 291-4231,http://www.chisd.com/schools/bray,237,2025-04-07T00:05:53.663750
BRAZOS BEND ELEM,Fort Bend ISD,Prekindergarten - Grade 5,"621 Cunningham Creek Blvd, Sugar Land, TX 77479",621 Cunningham Creek Blvd,Sugar Land,TX,77479,(281) 634-5180,http://www.fortbendisd.com/bbe,706,2025-04-07T00:05:53.663750
BRAZOS ELEM,Brazos ISD,Early Education - Grade 5,"9814 Kibler St, Orchard, TX 77464",9814 Kibler St,Orchard,TX,77464,(979) 478-6610,http://brazosisd.net/,302,2025-04-07T00:05:53.663750
BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY BRYAN/COL,Brazos School for Inquiry & Creativity,Prekindergarten - Grade 8,"410 Bethel Ln, Bryan, TX 77802",410 Bethel Ln,Bryan,TX,77802,(979) 774-5032,http://www.brazosschool.org/,178,2025-04-07T00:05:53.663750
BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY TIDWELL,Brazos School for Inquiry & Creativity,Prekindergarten - Grade 6,"1055 W Tidwell Rd, Houston, TX 77091",1055 W Tidwell Rd,Houston,TX,77091,(713) 681-1960,http://www.brazosschool.org/,152,2025-04-07T00:05:53.663750
BREMOND ELEM,Bremond ISD,Prekindergarten - Grade 5,"601 W Collins St, Bremond, TX 76629",601 W Collins St,Bremond,TX,76629,(254) 746-7145,http://bremondisd.net/,246,2025-04-07T00:05:53.663750
BRENDA NORWOOD ELEM,Mansfield ISD,Kindergarten - Grade 4,"2000 Julian Feild St, Mansfield, TX 76063",2000 Julian Feild St,Mansfield,TX,76063,(682) 320-9400,http://norwood.mansfieldisd.org/,586,2025-04-07T00:05:53.663750
BRENTFIELD ELEM,Richardson ISD,Kindergarten - Grade 6,"6767 Brentfield Dr, Dallas, TX 75248",6767 Brentfield Dr,Dallas,TX,75248,(469) 593-5730,http://risd.org/,806,2025-04-07T00:05:53.663750
BRENTWOOD ELEM,Austin ISD,Early Education - Grade 5,"6703 Yates Av, Austin, TX 78757",6703 Yates Av,Austin,TX,78757,(512) 414-2039,http://www.austinisd.org/schools/brentwood,524,2025-04-07T00:05:53.663750
BRIARGATE ELEM,Fort Bend ISD,Kindergarten - Grade 5,"15817 Blue Ridge Rd, Missouri City, TX 77489",15817 Blue Ridge Rd,Missouri City,TX,77489,(281) 634-4560,http://www.fortbendisd.com/bge,351,2025-04-07T00:05:53.663750
BRIARGROVE ELEM,Houston ISD,Early Education - Grade 5,"6145 San Felipe St, Houston, TX 77057",6145 San Felipe St,Houston,TX,77057,(713) 917-3600,http://www.houstonisd.org/,812,2025-04-07T00:05:53.663750
BRIARMEADOW CHARTER,Houston ISD,Prekindergarten - Grade 8,"3601 Dunvale, Houston, TX 77063",3601 Dunvale,Houston,TX,77063,(713) 458-5500,http://www.houstonisd.org/,564,2025-04-07T00:05:53.663750
BRIDGE CITY ELEM,Bridge City ISD,Early Education - Grade 2,"1035 W Roundbunch Rd, Bridge City, TX 77611",1035 W Roundbunch Rd,Bridge City,TX,77611,(409) 735-0900,http://www.bridgecityisd.net/,838,2025-04-07T00:05:53.663750
BRIDGEPORT ELEM,Bridgeport ISD,Early Education - Grade 2,"1408 Elementary Dr, Bridgeport, TX 76426",1408 Elementary Dr,Bridgeport,TX,76426,(940) 683-5955,http://www.bridgeportisd.net/,512,2025-04-07T00:05:53.663750
BRIDGEWAY PREPARATORY ACADEMY,Bridgeway Preparatory Academy,Prekindergarten - Grade 5,"1861 Valley View Ste 100, Farmers Branch, TX 75234",1861 Valley View Ste 100,Farmers Branch,TX,75234,(214) 257-8883,http://www.bridgewaypreparatory.org/,96,2025-04-07T00:05:53.663750
BRIGHT ACAD,Frisco ISD,Kindergarten - Grade 5,"7600 Woodstream Dr, Frisco, TX 75034",7600 Woodstream Dr,Frisco,TX,75034,(469) 633-2700,http://www.friscoisd.org/,473,2025-04-07T00:05:53.663750
BRILL ELEM,Klein ISD,Early Education - Grade 5,"9102 Herts Rd, Klein, TX 77379",9102 Herts Rd,Klein,TX,77379,(832) 484-6150,http://www.kleinisd.net/,837,2025-04-07T00:05:53.663750
BRINKER ELEM,Plano ISD,Kindergarten - Grade 5,"3800 John Clark Pkwy, Plano, TX 75093",3800 John Clark Pkwy,Plano,TX,75093,(469) 752-0500,http://www.pisd.edu/,468,2025-04-07T00:05:53.663750
BRISCOE ELEM,Houston ISD,Early Education - Grade 5,"321 Forest Hill, Houston, TX 77011",321 Forest Hill,Houston,TX,77011,(713) 924-1740,http://www.houstonisd.org/,211,2025-04-07T00:05:53.663750
BRITAIN ELEM,Irving ISD,Early Education - Grade 5,"631 Edmondson Dr, Irving, TX 75060",631 Edmondson Dr,Irving,TX,75060,(972) 600-3800,http://www.irvingisd.net/,582,2025-04-07T00:05:53.663750
BRITE ELEM,Brownsville ISD,Prekindergarten - Grade 5,"450 S Browne Ave, Brownsville, TX 78521",450 S Browne Ave,Brownsville,TX,78521,(956) 698-3000,http://www.bisd.us/brite/,485,2025-04-07T00:05:53.663750
BROADDUS ELEM,Broaddus ISD,Prekindergarten - Grade 5,"1 Bulldog Plaza, Broaddus, TX 75929",1 Bulldog Plaza,Broaddus,TX,75929,(936) 872-3041,http://www.broaddusisd.com/,178,2025-04-07T00:05:53.663750
BROADWAY ELEM,Conroe ISD,Kindergarten - Grade 4,"2855 Spring Trails Bend, Spring, TX 77386",2855 Spring Trails Bend,Spring,TX,77386,(281) 465-2900,http://www.conroeisd.net/,"1,273",2025-04-07T00:05:53.663750
BROCK ELEM,Brock ISD,Early Education - Grade 2,"3000 FM 1189, Brock, TX 76087",3000 FM 1189,Brock,TX,76087,(817) 592-6555,http://www.brockisd.net/,528,2025-04-07T00:05:53.663750
BRONTE ISD,Bronte ISD,Early Education - Grade 12,"210 S Jefferson St, Bronte, TX 76933",210 S Jefferson St,Bronte,TX,76933,(325) 473-2521,http://bronte.netxv.net/,238,2025-04-07T00:05:53.663750
BROOK AVENUE ELEM,Waco ISD,Prekindergarten - Grade 5,"720 Brook Ave, Waco, TX 76708",720 Brook Ave,Waco,TX,76708,(254) 750-3562,http://brookavenue.wacoisd.org/cms/One.aspx,364,2025-04-07T00:05:53.663750
BROOK VILLAGE EARLY CHILDHOOD,Wichita Falls ISD,Prekindergarten - Prekindergarten,"222 Brook St, Wichita Falls, TX 76302",222 Brook St,Wichita Falls,TX,76302,(940) 235-1132,http://www.wfisd.net/,186,2025-04-07T00:05:53.663750
BROOKESMITH SCHOOL,Brookesmith ISD,Prekindergarten - Grade 12,"13400 FM 586 S, Brookesmith, TX 76827",13400 FM 586 S,Brookesmith,TX,76827,(325) 643-3023,http://www.brookesmithisd.net/,143,2025-04-07T00:05:53.663750
BROOKHAVEN ELEM,Killeen ISD,Early Education - Grade 5,"3221 Hilliard Ave, Killeen, TX 76543",3221 Hilliard Ave,Killeen,TX,76543,(254) 336-1440,http://www.killeenisd.org/,629,2025-04-07T00:05:53.663750
BROOKLINE ELEM,Houston ISD,Prekindergarten - Grade 5,"6301 S Loop E, Houston, TX 77087",6301 S Loop E,Houston,TX,77087,(713) 845-7400,http://www.houstonisd.org/,764,2025-04-07T00:05:53.663750
BROOKS-QUINN-JONES ELEM,Nacogdoches ISD,Early Education - Grade 5,"907 N Sanders St, Nacogdoches, TX 75964",907 N Sanders St,Nacogdoches,TX,75964,(936) 569-5040,http://www.nacisd.org/,626,2025-04-07T00:05:53.663750
BROOKWOOD ELEM,Clear Creek ISD,Kindergarten - Grade 5,"16850 Middlebrook Dr, Houston, TX 77059",16850 Middlebrook Dr,Houston,TX,77059,(281) 284-5600,http://www.ccisd.net/,766,2025-04-07T00:05:53.663750
BROOKWOOD FOREST ELEM,New Caney ISD,Prekindergarten - Grade 5,"25545 Sorters Rd, Porter, TX 77365",25545 Sorters Rd,Porter,TX,77365,(281) 577-8600,http://www.newcaneyisd.org/Domain/3646,836,2025-04-07T00:05:53.663750
BROWN ELEM,Irving ISD,Prekindergarten - Grade 5,"2501 W 10th St, Irving, TX 75060",2501 W 10th St,Irving,TX,75060,(972) 600-4000,http://www.irvingisd.net/,677,2025-04-07T00:05:53.663750
BROWN ELEM,Austin ISD,Prekindergarten - Grade 5,"7801 Guadalupe St, Austin, TX 78752",7801 Guadalupe St,Austin,TX,78752,(512) 414-2047,http://www.austinisd.org/schools/brown,489,2025-04-07T00:05:53.663750
BROWN PRI,Smithville ISD,Early Education - Kindergarten,"403 SW 4th St, Smithville, TX 78957",403 SW 4th St,Smithville,TX,78957,(512) 237-2519,http://www.smithvilleisd.org/,186,2025-04-07T00:05:53.663750
BROWNING ELEM,Houston ISD,Prekindergarten - Grade 5,"607 Northwood St, Houston, TX 77009",607 Northwood St,Houston,TX,77009,(713) 867-5140,http://www.houstonisd.org/,406,2025-04-07T00:05:53.663750
BRUCE ELEM,Houston ISD,Prekindergarten - Grade 5,"510 Jensen Dr, Houston, TX 77020",510 Jensen Dr,Houston,TX,77020,(713) 226-4560,http://www.houstonisd.org/,348,2025-04-07T00:05:53.663750
BRUCE SHULKEY ELEM,Fort Worth ISD,Prekindergarten - Grade 5,"5533 Whitman Ave, Fort Worth, TX 76133",5533 Whitman Ave,Fort Worth,TX,76133,(817) 814-8400,http://www.fortworthisd.org/,415,2025-04-07T00:05:53.663750
BRUCEVILLE-EDDY ELEM,Bruceville-Eddy ISD,Early Education - Grade 2,"#1 Eagle Dr, Eddy, TX 76524",#1 Eagle Dr,Eddy,TX,76524,(254) 859-5525,http://www.beisd.net/,119,2025-04-07T00:05:53.663750
BRULE ELEM,Navasota ISD,Prekindergarten - Grade 5,"203 Brosig Ave, Navasota, TX 77868",203 Brosig Ave,Navasota,TX,77868,(936) 825-4275,http://navasotaisd.org/,309,2025-04-07T00:05:53.663750
BRUSHY CREEK ELEM,Round Rock ISD,Early Education - Grade 5,"3800 Stonebridge, Round Rock, TX 78681",3800 Stonebridge,Round Rock,TX,78681,(512) 428-3000,http://schools.roundrockisd.org/brushycreek/,517,2025-04-07T00:05:53.663750
BRYANT ELEM,Katy ISD,Early Education - Grade 5,"29801 Kingsland Blvd, Brookshire, TX 77423",29801 Kingsland Blvd,Brookshire,TX,77423,(281) 234-4300,http://www.katyisd.org/,"1,322",2025-04-07T00:05:53.663750
BRYKER WOODS ELEM,Austin ISD,Kindergarten - Grade 5,"3309 Kerbey Ln, Austin, TX 78703",3309 Kerbey Ln,Austin,TX,78703,(512) 414-2054,http://www.austinisd.org/schools/brykerwoods,349,2025-04-07T00:05:53.663750
BRYSON ELEM,Eagle Mt-Saginaw ISD,Kindergarten - Grade 5,"8601 Old Decatur Rd, Fort Worth, TX 76179",8601 Old Decatur Rd,Fort Worth,TX,76179,(817) 237-8306,http://www.emsisd.com/,566,2025-04-07T00:05:53.663750
BRYSON SCHOOL,Bryson ISD,Prekindergarten - Grade 12,"300 N Mccloud St, Bryson, TX 76427",300 N Mccloud St,Bryson,TX,76427,(940) 392-3281,http://www.brysonisd.net/,252,2025-04-07T00:05:53.663750
BRYSS ACADEMY,Raul Yzaguirre Schools for Success,Prekindergarten - Grade 8,"2255 N Coria St, Brownsville, TX 78520",2255 N Coria St,Brownsville,TX,78520,(956) 574-7100,http://ryss.org/,478,2025-04-07T00:05:53.663750
BUCKALEW ELEM,Conroe ISD,Kindergarten - Grade 4,"4909 W Alden Bridge Dr, The Woodlands, TX 77382",4909 W Alden Bridge Dr,The Woodlands,TX,77382,(281) 465-3400,http://www.conroeisd.net/,666,2025-04-07T00:05:53.663750
BUCKHOLTS SCHOOL,Buckholts ISD,Prekindergarten - Grade 12,"203 S 10th, Buckholts, TX 76518",203 S 10th,Buckholts,TX,76518,(254) 593-2744,http://www.buckholtsisd.net/,140,2025-04-07T00:05:53.663750
BUCKNER PREPARATORY,Cityscape Schools,Early Education - Grade 5,"8510 Military Pkwy, Dallas, TX 75227",8510 Military Pkwy,Dallas,TX,75227,(214) 545-6552,http://cityscapeschools.org/,313,2025-04-07T00:05:53.663750
BUDA ELEM,Hays CISD,Early Education - Grade 5,"1060 Old San Antonio Rd, Buda, TX 78610",1060 Old San Antonio Rd,Buda,TX,78610,(512) 295-4431,http://www.hayscisd.net/,678,2025-04-07T00:05:53.663750
BUENA VISTA ELEM,San Felipe-Del Rio CISD,Kindergarten - Grade 5,"100 Echo Vly Dr, Del Rio, TX 78840",100 Echo Vly Dr,Del Rio,TX,78840,(830) 778-4600,http://www.sfrd-cisd.org/,766,2025-04-07T00:05:53.663750
BUENA VISTA SCHOOL,Buena Vista ISD,Prekindergarten - Grade 12,"404 W Hwy 11, Imperial, TX 79743",404 W Hwy 11,Imperial,TX,79743,(432) 536-2225,http://www.bvisd.net/,240,2025-04-07T00:05:53.663750
BUFFALO CREEK ELEM,Spring Branch ISD,Kindergarten - Grade 5,"2801 Blalock Rd, Houston, TX 77080",2801 Blalock Rd,Houston,TX,77080,(713) 251-5300,http://bce.springbranchisd.com/,437,2025-04-07T00:05:53.663750
BUFFALO GAP ELEM,Jim Ned CISD,Prekindergarten - Grade 5,"665 Vine St, Buffalo Gap, TX 79508",665 Vine St,Buffalo Gap,TX,79508,(325) 572-3533,http://schools.jimned.esc14.net/page/jnesbg.homepage,382,2025-04-07T00:05:53.663750
BULLARD EARLY CHILDHOOD,Bullard ISD,Early Education - Kindergarten,"318 Schoolhouse Rd, Bullard, TX 75757",318 Schoolhouse Rd,Bullard,TX,75757,(903) 894-6389,http://www.bullardisd.net/,284,2025-04-07T00:05:53.663750
BULLOCK ELEM,Garland ISD,Prekindergarten - Grade 5,"3909 Edgewood Dr, Garland, TX 75042",3909 Edgewood Dr,Garland,TX,75042,(972) 494-8308,http://www.garlandisd.net/bullock,536,2025-04-07T00:05:53.663750
